"world_rank","university_name","country","teaching","international","research","citations","income","total_score","num_students","student_staff_ratio","international_students","female_male_ratio","year","national_rank"
"301-350","Umeå University","Sweden",19.8,50.1,29.6,53.1,30.5,NA,16667,11.9,"7%","60 : 40",2014,10
"301-350","University of Canterbury","New Zealand",18.2,88,24.4,51.6,52.3,NA,12187,16.5,"20%","51 : 49",2014,4
"301-350","University of Connecticut","United States of America",36.1,38.7,22.8,49.9,31.7,NA,25742,13,"11%","51 : 49",2014,97
"301-350","University of Crete","Greece",18.2,47.1,16.6,65.6,35,NA,14650,26.9,"5%","63 : 37",2014,1
"301-350","University of Eastern Finland","Finland",23.8,39.7,18.6,56.1,33.4,NA,10798,17.3,"6%","64 : 36",2014,3
"301-350","University of Hertfordshire","United Kingdom",14.1,81.1,10.2,66.9,30.3,NA,19665,19.4,"27%","54 : 46",2014,44
"301-350","University of Houston","United States of America",37,31.5,23.8,42.4,36.9,NA,40325,43.7,"9%","50 : 50",2014,98
"301-350","University of Liège","Belgium",25.1,67.1,16.4,47,60.7,NA,20951,25.9,"23%","54 : 46",2014,7
"301-350","University of Manitoba","Canada",30.8,40,29.3,45.1,52.8,NA,28576,27.8,"11%","55 : 45",2014,18
"301-350","University of Missouri","United States of America",32.6,28.9,31.4,44.9,31.1,NA,29885,14.1,"5%","53 : 47",2014,99
"301-350","University of Padua","Italy",19.3,38.9,17.3,70.4,32,NA,62577,18.3,"4%","56 : 44",2014,10
"301-350","University of Pisa","Italy",20.3,35,18.1,64.2,41.7,NA,47247,18,"4%","52 : 48",2014,11
"301-350","University of Salento","Italy",31,37.4,20.4,48.2,51.2,NA,19959,58.4,"1%","64 : 36",2014,12
"301-350","University of South Australia","Australia",22.5,80,21.8,40.2,83.2,NA,18971,26.2,"32%","59 : 41",2014,15
"301-350","University of Tampere","Finland",23.1,33.9,22.2,52.3,45.6,NA,10045,9.5,"4%","66 : 34",2014,4
"301-350","University of Technology Sydney","Australia",22.1,87.3,22,47.8,36.4,NA,24519,44.1,"31%","53 : 47",2014,16
"301-350","University of Tsukuba","Japan",36.6,32.6,20.9,48.9,35.3,NA,15930,12.6,"16%","38 : 62",2014,11
"301-350","University of Vermont","United States of America",26.6,21,19.3,57.4,NA,NA,NA,NA,NA,NA,2014,100
"301-350","University of Waikato","New Zealand",18.4,82.4,18.1,56.9,46.3,NA,10159,17,"25%","57 : 43",2014,5
"301-350","University of Warsaw","Poland",18.7,42.8,14.3,71.1,28.3,NA,49292,14.1,"7%","67 : 33",2014,1
"301-350","Washington State University","United States of America",28.4,35.2,26.5,46.1,55.6,NA,24550,18.3,"7%","50 : 50",2014,101
"301-350","Wayne State University","United States of America",35.3,28.2,15.7,59.9,NA,NA,23065,10.7,"7%","57 : 43",2014,102
"301-350","Wuhan University of Technology","China",14.8,18.9,7.8,78.1,58.7,NA,50260,14.9,"2%","31 : 69",2014,8
"301-350","Zhejiang University","China",35.9,21,32.1,36.5,94.5,NA,47508,15.9,"5%","41 : 59",2014,9
"351-400","Charles Darwin University","Australia",17.9,58.9,18.6,49.1,35.5,NA,5570,25.4,"15%","67 : 33",2014,17
"351-400","Charles University in Prague","Czech Republic",29.1,53.2,19.9,43.6,29,NA,51438,13,"15%","62 : 38",2014,1
"351-400","China Medical University, Taiwan","Taiwan",18.9,20.5,28.1,46.2,60.8,NA,7983,15.4,"8%","53 : 47",2014,6
"351-400","George Mason University","United States of America",24.5,37.3,18,54.9,28.8,NA,26622,17,"7%","54 : 46",2014,103
"351-400","Hanyang University","South Korea",30.4,42.9,27.7,26.9,55.3,NA,16729,10.4,"19%",NA,2014,7
"351-400","Indian Institute of Technology Delhi","India",33.8,15.3,23,38.5,NA,NA,8371,17.3,"1%","18 : 82",2014,2
"351-400","Indian Institute of Technology Kanpur","India",31.3,17.3,25.2,41.8,42.4,NA,6167,12.2,"0%","13 : 87",2014,3
"351-400","Indian Institute of Technology Kharagpur","India",39.3,14.7,30,35.3,NA,NA,9928,17.5,"0%","15 : 85",2014,4
"351-400","Indian Institute of Technology Roorkee","India",25.1,15.6,12.3,53.6,64.8,NA,8061,18.7,"1%","17 : 83",2014,5
"351-400","Johannes Kepler University of Linz","Austria",20,57.7,15.3,51,41.9,NA,19646,29.1,"10%","48 : 52",2014,5
"351-400","King Abdulaziz University","Saudi Arabia",18.2,74.3,9.4,58.2,39.7,NA,35889,8.4,"21%","57 : 43",2014,1
"351-400","King Saud University","Saudi Arabia",21.4,72.2,21.1,32.3,93.9,NA,40666,13.4,"7%",NA,2014,2
"351-400","Leibniz University of Hanover","Germany",30.9,47.2,15.4,39.5,42.7,NA,22401,62.7,"12%","41 : 59",2014,24
"351-400","Liverpool John Moores University","United Kingdom",14.9,58.1,12.5,57.5,28.8,NA,18513,19.8,"13%","52 : 48",2014,45
"351-400","Loughborough University","United Kingdom",30.5,65.4,27.9,22.8,42.6,NA,13951,15.9,"22%","38 : 62",2014,46
"351-400","National Central University","Taiwan",22.6,34.5,22.1,46.2,83.9,NA,10915,9.8,"6%","31 : 69",2014,7
"351-400","National Taiwan University of Science and Technology (Taiwan Tech)","Taiwan",25.5,21.6,40.4,33,47.9,NA,7446,17.4,"11%","34 : 66",2014,8
"351-400","National University of Ireland, Maynooth","Republic of Ireland",24.9,70.3,20.9,34.6,33,NA,7653,28,"11%","55 : 45",2014,5
"351-400","Old Dominion University","United States of America",21.3,30.2,14.3,58.7,NA,NA,NA,NA,NA,NA,2014,104
"351-400","Polytechnic University of Valencia","Spain",20.9,28.2,13.1,59,39.8,NA,33172,13.6,"7%","36 : 64",2014,5
"351-400","Ruhr University Bochum","Germany",27.8,50.9,20.9,42,45.2,NA,38675,46.3,"13%","48 : 52",2014,25
"351-400","San Diego State University","United States of America",15,22.2,23.1,61.1,29.2,NA,27420,31.7,"5%","57 : 43",2014,105
"351-400","Sun Yat-sen University","China",29.4,25.5,18.2,48.1,43.4,NA,51351,16.6,"8%","51 : 49",2014,10
"351-400","Swinburne University of Technology","Australia",17,68.5,19.4,49.1,46.7,NA,20314,36.5,"33%","44 : 56",2014,18
"351-400","Temple University","United States of America",35.4,22.4,15,42.4,NA,NA,33268,13.3,"5%","51 : 49",2014,106
"351-400","UiT The Arctic University of Norway","Norway",20.3,59.6,15.8,54.2,39.2,NA,10398,12.2,"10%","60 : 40",2014,4
"351-400","University of Bari Aldo Moro","Italy",26.8,34.7,21.1,48.2,34.9,NA,51560,65.1,"2%","65 : 35",2014,13
"351-400","University of Duisburg-Essen","Germany",20.4,47.7,12,59.9,41.7,NA,36051,46.6,"11%","49 : 51",2014,26
"351-400","University of Ferrara","Italy",15.4,38.6,14.4,64.2,38.5,NA,18882,30.2,"7%","56 : 44",2014,14
"351-400","University of Florence","Italy",17.7,37.3,13.2,57.7,34.2,NA,54290,17.2,"7%","59 : 41",2014,15
"351-400","University of Graz","Austria",24.6,59.9,14.4,51,29.5,NA,20584,26.8,"12%","65 : 35",2014,6
"351-400","University of Guelph","Canada",20.6,39.1,22.6,45.1,47.8,NA,21643,28.3,"4%","60 : 40",2014,19
"351-400","University of Jyväskylä","Finland",27.5,42.8,16.3,47.2,NA,NA,9703,15.2,"5%","62 : 38",2014,5
"351-400","University of Maryland, Baltimore County","United States of America",16.9,34.4,15,65.9,32.6,NA,13908,18.1,"7%","46 : 54",2014,107
"351-400","University of Minho","Portugal",17.2,46.9,18.6,50.3,37.4,NA,19090,18.8,"9%","52 : 48",2014,1
"351-400","University of Navarra","Spain",27.3,45.7,23.4,33.7,86.2,NA,11259,10.6,"16%","52 : 48",2014,6
"351-400","University of Oklahoma","United States of America",34.1,26.7,14.7,46.1,35.2,NA,NA,NA,NA,NA,2014,108
"351-400","University of Porto","Portugal",20.5,43.9,17.8,47.6,36.7,NA,32720,18.8,"9%","54 : 46",2014,2
"351-400","University of Portsmouth","United Kingdom",13.7,73.3,11.8,56.3,29.1,NA,20161,19.1,"23%","45 : 55",2014,47
"351-400","University of Rovira i Virgili","Spain",19,34.3,13.6,64.2,30.6,NA,12533,12.8,"9%","61 : 39",2014,7
"351-400","University of Stirling","United Kingdom",19,62.8,22.6,50.1,30.3,NA,7828,15.9,"22%","61 : 39",2014,48
"351-400","University of Surrey","United Kingdom",31.1,83.5,22.7,25.7,40.3,NA,12063,16.6,"38%","55 : 45",2014,49
"351-400","University of Tartu","Estonia",20.3,43.7,21.2,46.2,30.3,NA,10269,13,"3%","66 : 34",2014,1
"351-400","University of Tasmania","Australia",18.7,69.9,16.7,49.1,36.9,NA,18340,23.8,"21%","57 : 43",2014,19
"351-400","University of Valencia","Spain",16.6,39.3,12.4,59,31.7,NA,58413,15.4,"9%","60 : 40",2014,8
"351-400","University of Vigo","Spain",19.7,25.9,10.7,62.9,38.2,NA,22793,19,"3%","51 : 49",2014,9
"351-400","University of Wyoming","United States of America",18.9,29.7,28.6,46.1,29.6,NA,NA,NA,NA,NA,2014,109
"1","California Institute of Technology","United States of America",92.2,67,98.1,99.7,89.1,94.3,2243,6.9,"27%","33 : 67",2015,1
"2","Harvard University","United States of America",92.9,67.6,98.6,98.9,44,93.3,20152,8.9,"25%",NA,2015,2
"3","University of Oxford","United Kingdom",88.6,90.7,97.7,95.5,72.9,93.2,19919,11.6,"34%","46 : 54",2015,1
"4","Stanford University","United States of America",91.5,69,96.7,99.1,63.1,92.9,15596,7.8,"22%","42 : 58",2015,3
"5","University of Cambridge","United Kingdom",89.7,87.8,95.6,95.2,51.1,92,18812,11.8,"34%","46 : 54",2015,2
"6","Massachusetts Institute of Technology","United States of America",89.1,84.3,88.2,100,95.7,91.9,11074,9,"33%","37 : 63",2015,4
"7","Princeton University","United States of America",86.6,61.2,94.7,99.6,82.7,90.9,7929,8.4,"27%","45 : 55",2015,5
"8","University of California, Berkeley","United States of America",84.2,58.5,96.7,99.1,44.8,89.5,36186,16.4,"15%","50 : 50",2015,6
"9","Imperial College London","United Kingdom",84.6,92.7,88.3,89.4,72.7,87.5,15060,11.7,"51%","37 : 63",2015,3
"9","Yale University","United States of America",88.5,59.8,90.8,94,42,87.5,11751,4.4,"20%","50 : 50",2015,7
"11","University of Chicago","United States of America",83.9,65.2,89.9,97.3,36.8,87.1,14221,6.9,"21%","42 : 58",2015,8
"12","University of California, Los Angeles","United States of America",82.4,49.2,90.5,95.3,NA,85.5,38206,10.3,"15%","52 : 48",2015,9
"13","ETH Zurich – Swiss Federal Institute of Technology Zurich","Switzerland",78.2,96.6,90.2,83.5,73.2,84.6,18178,14.7,"37%","31 : 69",2015,1
"14","Columbia University","United States of America",83.9,68.3,79.4,95.3,NA,84.4,25055,5.9,"28%",NA,2015,10
"15","Johns Hopkins University","United States of America",75.6,59.7,84.2,93.6,100,83,15128,3.6,"23%","50 : 50",2015,11
"16","University of Pennsylvania","United States of America",79,43.8,82,94.4,43,81,20376,6.5,"20%","51 : 49",2015,12
"17","University of Michigan","United States of America",77,49.8,86.5,88.9,55.7,80.9,41786,9,"16%","48 : 52",2015,13
"18","Duke University","United States of America",73.5,50.5,75.2,96.6,100,79.9,15172,4.8,"17%","49 : 51",2015,14
"19","Cornell University","United States of America",71.6,59,83.8,91.5,33.7,79.4,21424,10.2,"19%","48 : 52",2015,15
"20","University of Toronto","Canada",74.4,71.2,85.1,83,46.1,79.3,66198,19.5,"15%",NA,2015,1
"21","Northwestern University","United States of America",72.7,36.7,78.9,96.9,77,79.2,18334,13.8,"15%","48 : 52",2015,16
"22","University College London","United Kingdom",70.4,90.6,80.4,85.1,46.2,78.7,26607,10.7,"46%","56 : 44",2015,4
"23","University of Tokyo","Japan",81.4,32.4,85.1,74.7,51.2,76.1,26199,5.7,"10%",NA,2015,1
"24","Carnegie Mellon University","United States of America",61.6,59.3,74.9,92,53,74.3,11885,13.1,"35%","39 : 61",2015,17
"25","National University of Singapore","Singapore",72,94.9,78.1,66,53.4,73.3,31592,15.5,"34%","49 : 51",2015,1
"26","University of Washington","United States of America",64.5,47.9,68.9,95,44.7,73.2,44020,11.8,"13%","53 : 47",2015,18
"27","Georgia Institute of Technology","United States of America",62.5,68.9,71.2,85.8,72.3,72.8,19967,20.1,"26%","31 : 69",2015,19
"28","University of Texas at Austin","United States of America",64.3,33.1,72,91.5,58.1,72.3,49427,17.4,"9%","51 : 49",2015,20
"29","LMU Munich","Germany",65.1,56.4,69.1,83,100,71.9,35691,15.5,"13%","62 : 38",2015,1
"29","University of Illinois at Urbana-Champaign","United States of America",67.7,43.9,79,77.8,51.7,71.9,42727,18.7,"20%","47 : 53",2015,21
"29","University of Wisconsin-Madison","United States of America",67.7,33.6,71.3,87.7,53.3,71.9,39655,10.8,"11%","51 : 49",2015,22
"32","University of British Columbia","Canada",60.5,84.8,69,85.3,40.1,71.8,50152,17.6,"25%","54 : 46",2015,2
"33","University of Melbourne","Australia",60.4,81.3,70.9,80.6,61.2,71.2,40128,23.7,"35%","55 : 45",2015,1
"34","London School of Economics and Political Science","United Kingdom",65.4,87.4,74.2,71.3,40.6,70.9,NA,NA,NA,NA,2015,5
"34","École Polytechnique Fédérale de Lausanne","Switzerland",54.7,98.8,56.9,95,61.9,70.9,9666,10.5,"54%","27 : 73",2015,2
"36","University of Edinburgh","United Kingdom",58.9,84.3,62.9,88.3,41.2,70.4,25774,14.1,"36%","58 : 42",2015,6
"37","University of California, Santa Barbara","United States of America",49.4,64.3,61.4,99.2,87.1,70,22020,27.3,"11%","52 : 48",2015,23
"38","New York University","United States of America",68.3,41.2,62.4,89.5,30.2,69.9,42056,6.8,"19%","55 : 45",2015,24
"39","McGill University","Canada",63.3,79,69.9,76,38.6,69.6,31326,13.7,"23%","56 : 44",2015,3
"40","King’s College London","United Kingdom",55.6,87,62.3,88.3,39,69.4,21394,11.4,"37%","61 : 39",2015,7
"41","University of California, San Diego","United States of America",52,37,66.6,96.4,54.2,68.6,27233,6.5,"11%","48 : 52",2015,25
"42","Washington University in St Louis","United States of America",57.6,46.5,55.2,97.1,NA,67.8,12528,5.7,"17%",NA,2015,26
"43","University of Hong Kong","Hong Kong",62.1,81.9,72.6,65.1,56,67.5,19835,17.6,"38%","53 : 47",2015,1
"44","Karolinska Institute","Sweden",57.1,60.6,68,76.8,65.5,66.8,7774,11.5,"22%","70 : 30",2015,1
"45","Australian National University","Australia",53.7,91.3,70.9,71.1,38.9,66.5,14604,19.2,"35%","52 : 48",2015,2
"46","University of Minnesota, Twin Cities","United States of America",59.9,33.8,64.7,82.9,NA,65.9,46825,18,"13%","52 : 48",2015,27
"46","University of North Carolina at Chapel Hill","United States of America",57.9,35.3,58.6,91,40.5,65.9,26518,7.3,"8%","58 : 42",2015,28
"48","Peking University","China",70,53.7,61.9,63.7,100,65.2,40148,8.3,"14%",NA,2015,1
"49","Tsinghua University","China",64.1,44.6,68.3,65,99.7,65.1,39763,13.7,"10%","32 : 68",2015,2
"50","Seoul National University","South Korea",75.5,30.3,77.1,48.7,86.3,64.8,26389,13.9,"10%",NA,2015,1
"51","Hong Kong University of Science and Technology","Hong Kong",51.8,77.8,66.8,72.9,57.6,64.7,11385,23.8,"36%",NA,2015,2
"52","Korea Advanced Institute of Science and Technology (KAIST)","South Korea",63.5,34.9,63.2,71.4,100,64.5,9027,10,"9%","20 : 80",2015,2
"52","University of Manchester","United Kingdom",58.1,82,58.7,74.3,39.4,64.5,34938,15.3,"34%","52 : 48",2015,8
"54","Brown University","United States of America",55.5,37,54.2,92,32.7,64.1,8653,10.1,"19%",NA,2015,29
"55","KU Leuven","Belgium",53,62.3,63.6,71.8,99.9,63.7,42503,41.9,"18%","54 : 46",2015,1
"55","University of California, Davis","United States of America",54.4,52.9,59.7,80.4,55.4,63.7,35364,13.9,"13%","54 : 46",2015,30
"57","Boston University","United States of America",56.4,47.8,46.7,94.4,30.3,63.6,24789,8.6,"17%","58 : 42",2015,31
"58","Pennsylvania State University","United States of America",54.6,37.4,64.8,76,60.4,62.9,44501,12.4,"12%","46 : 54",2015,32
"59","Kyoto University","Japan",70.4,29,68.4,57,73.3,62.8,22809,5.6,"7%",NA,2015,2
"60","University of Sydney","Australia",52.8,83.6,60.8,69,67.3,62.7,41868,20.2,"28%","57 : 43",2015,3
"61","Nanyang Technological University","Singapore",43.9,92.5,55.9,75.9,100,62.2,25028,16.2,"33%","48 : 52",2015,2
"61","École Polytechnique","France",50.5,94.5,47.1,79.9,76.8,62.2,2429,4.8,"30%","18 : 82",2015,1
"63","Scuola Normale Superiore di Pisa","Italy",48.2,50.1,46,96.4,40.1,61.9,462,16.5,"5%","28 : 72",2015,1
"64","Leiden University","Netherlands",45,59.5,58.2,82.3,47.3,61.3,21222,17.1,"10%","59 : 41",2015,1
"65","The University of Queensland","Australia",45.8,80.4,58.4,74.2,66.2,61.2,34718,32.7,"27%","53 : 47",2015,4
"66","Pohang University of Science and Technology","South Korea",52.7,36,49.3,84.4,100,61.1,3055,10.1,"4%","20 : 80",2015,3
"67","University of Göttingen","Germany",46.9,53.9,48,92.3,32.8,61,25581,25.6,"12%","51 : 49",2015,2
"68","Ohio State University","United States of America",54,51.5,51.1,80.4,46.8,60.7,51462,13.4,"12%","49 : 51",2015,33
"69","Rice University","United States of America",41.7,70.8,37.1,99.9,34.6,59.8,6333,9,"26%","44 : 56",2015,34
"70","Heidelberg University","Germany",52.6,63.1,45.4,81.4,41.6,59.6,28881,24.5,"17%","55 : 45",2015,3
"71","Delft University of Technology","Netherlands",55.5,77.9,71.4,42.6,100,59.2,15920,19.4,"25%","26 : 74",2015,2
"72","Erasmus University Rotterdam","Netherlands",39.8,66.2,53.7,82.3,54.4,59.1,20580,18.9,"18%","48 : 52",2015,3
"73","Wageningen University and Research Center","Netherlands",44.3,78.7,46.8,77.5,100,59,9248,17,"21%","56 : 44",2015,4
"74","University of Bristol","United Kingdom",43.7,76.6,44.7,85.1,42.1,58.9,17906,14,"25%","53 : 47",2015,9
"75","University of Basel","Switzerland",41.2,91.2,41.1,81.4,97.7,58.4,12551,17.3,"24%","54 : 46",2015,3
"75","University of Southern California","United States of America",55.2,42.7,44.6,81.3,34.4,58.4,36534,12.9,"20%","52 : 48",2015,35
"77","University of Amsterdam","Netherlands",42,60.5,55.4,76.6,56.7,58.2,24570,14.4,"11%","53 : 47",2015,5
"78","École Normale Supérieure","France",48.7,81.9,36.2,84.8,39.4,58.1,2400,7.9,"20%","46 : 54",2015,2
"79","Utrecht University","Netherlands",38.2,52.9,54.8,80,84.1,58,30779,15.4,"7%","59 : 41",2015,6
"80","Humboldt University of Berlin","Germany",51.9,55.7,52.6,71.9,31.9,57.9,29987,52.5,"16%",NA,2015,4
"81","Free University of Berlin","Germany",49.4,56.6,58,67.6,33.5,57.6,33062,39.3,"20%","58 : 42",2015,5
"82","Michigan State University","United States of America",51.1,55,49.4,74,31.7,57.3,44750,15.7,"15%","51 : 49",2015,36
"83","Durham University","United Kingdom",37.2,80.4,40.7,88.9,34.8,56.9,15489,15.7,"24%","54 : 46",2015,10
"83","Monash University","Australia",43.7,79.6,54.4,65.7,73.4,56.9,50882,40.5,"36%","56 : 44",2015,5
"85","Middle East Technical University","Turkey",45.5,38.7,36.9,92,55.2,56.6,25779,22.2,"7%","44 : 56",2015,1
"86","University of Arizona","United States of America",44.9,38.8,51.4,74,99.6,56.5,36429,12.7,"8%","52 : 48",2015,37
"86","University of Notre Dame","United States of America",43.3,51.4,38.5,90,NA,56.5,11829,13.8,"10%","44 : 56",2015,38
"88","Tufts University","United States of America",43.6,51.1,33.9,92.9,58.7,56.4,10410,10,"14%","54 : 46",2015,39
"88","University of California, Irvine","United States of America",39.5,56.1,41.7,89.5,40,56.4,26614,16.1,"16%","52 : 48",2015,40
"90","Ghent University","Belgium",42.5,49.1,51.6,73.8,85.3,56.2,32166,34.1,"9%","57 : 43",2015,2
"91","University of Massachusetts","United States of America",44.8,40.3,49.1,78.7,52.8,56.1,56959,13,"11%","49 : 51",2015,41
"91","University of Pittsburgh","United States of America",45.2,32.2,46.3,84.4,38.5,56.1,26485,5.8,"10%","51 : 49",2015,42
"93","Emory University","United States of America",49,42.9,32.4,89.5,42.3,55.5,12338,4.5,"18%","56 : 44",2015,43
"94","McMaster University","Canada",38.1,69.4,43.2,78.8,85,55.3,23823,19.3,"15%","53 : 47",2015,4
"94","University of Glasgow","United Kingdom",37,78.8,40.5,83.7,39.9,55.3,22616,16,"29%","57 : 43",2015,11
"96","Vanderbilt University","United States of America",46,28.3,38.2,87.7,59.4,55.2,12161,3.6,"10%","52 : 48",2015,44
"97","University of Colorado Boulder","United States of America",35,39.1,38.3,97.4,NA,55.1,29325,16.1,"8%","45 : 55",2015,45
"98","Stockholm University","Sweden",30.1,53.2,45,90.9,32.4,54.6,31715,23.7,"8%","62 : 38",2015,2
"98","Technical University of Munich","Germany",45.6,64,37.4,78.8,49,54.6,35565,31.5,"20%","33 : 67",2015,6
"98","Uppsala University","Sweden",40.2,57.5,53,70.9,39.6,54.6,25266,18.2,"12%","57 : 43",2015,3
"101","Maastricht University","Netherlands",32.4,89.7,48.1,70.1,96.1,54.3,15626,18.9,"48%","56 : 44",2015,7
"102","Purdue University","United States of America",47.8,64.3,50.5,62.2,NA,54,39256,18.1,"22%","42 : 58",2015,46
"103","Pierre and Marie Curie University","France",47.3,64.7,30,83.3,33.4,53.9,27862,8.7,"18%","48 : 52",2015,3
"103","University of Helsinki","Finland",37.5,49.7,48.1,79,31.5,53.9,23505,15.1,"6%","66 : 34",2015,1
"103","University of Warwick","United Kingdom",41.1,85.7,45.8,68.2,35.6,53.9,18529,16.6,"37%","48 : 52",2015,12
"103","University of Zurich","Switzerland",40.2,86.9,33.1,81.4,40.1,53.9,26583,6.5,"19%","57 : 43",2015,4
"107","Queen Mary University of London","United Kingdom",32.4,88.6,32.9,88.9,37.1,53.8,14260,14,"40%","52 : 48",2015,13
"107","University of Geneva","Switzerland",34.5,96.8,37.2,78.2,65.1,53.8,15668,15,"39%","61 : 39",2015,5
"109","University of California, Santa Cruz","United States of America",30.6,54.6,31.9,100,33.8,53.7,17404,22.7,"1%","53 : 47",2015,47
"109","University of New South Wales","Australia",41.1,83.5,51.9,61.1,47.8,53.7,38309,25.9,"33%","47 : 53",2015,6
"111","University of St Andrews","United Kingdom",35.7,90.5,35.9,81.4,39.8,53.6,8338,12.7,"47%","56 : 44",2015,14
"111","University of Sussex","United Kingdom",31.9,83.6,30.4,92.8,31.2,53.6,12001,17.4,"35%","54 : 46",2015,15
"113","University of Montreal","Canada",43.8,76.7,44.4,62.9,91.8,53.4,38264,20.3,"25%","57 : 43",2015,5
"113","University of Tübingen","Germany",41.5,53,44.7,74,54.7,53.4,28327,38.9,"12%","58 : 42",2015,7
"113","University of York","United Kingdom",32.2,75,33.8,90.5,32.2,53.4,NA,NA,NA,NA,2015,16
"116","Case Western Reserve University","United States of America",46.5,34.4,37.4,82.9,NA,53.2,9259,6.4,"17%","48 : 52",2015,48
"117","University of Groningen","Netherlands",36.9,56.1,50.8,68.1,88.9,53.1,24556,25.6,"12%","52 : 48",2015,8
"118","Royal Holloway, University of London","United Kingdom",29.1,94.4,22.4,98.9,32.8,53,8747,15.9,"37%","57 : 43",2015,17
"119","Lund University","Sweden",32.6,70.1,48.5,74.9,32.6,52.9,28251,11.5,"15%",NA,2015,4
"120","Paris-Sud University","France",37.3,62.7,33.1,87.7,28.9,52.8,27603,15,"17%",NA,2015,4
"121","Technical University of Denmark","Denmark",39.9,79.7,28.2,79.6,98.6,52.7,9990,5,"18%","27 : 73",2015,1
"121","University of Rochester","United States of America",41.9,55.5,29.2,87.7,36.4,52.7,9390,4.5,"26%","49 : 51",2015,49
"121","University of Sheffield","United Kingdom",40,74.8,39.1,74.3,43.8,52.7,23311,15.5,"31%","50 : 50",2015,18
"124","University of Alberta","Canada",43.8,73.4,47.1,61.8,51.8,52.6,36299,21.6,"23%","55 : 45",2015,6
"124","University of Cape Town","South Africa",26.8,76.7,35.3,86.6,88,52.6,20040,12.1,"18%","53 : 47",2015,1
"126","Boston College","United States of America",32.4,54.6,29.1,95.9,46.5,52.5,13216,17.4,"19%","54 : 46",2015,50
"126","KTH Royal Institute of Technology","Sweden",45.7,84,44.8,55.1,100,52.5,12062,14.6,"21%","30 : 70",2015,5
"126","University of Florida","United States of America",49.8,32.2,52.1,62.2,NA,52.5,50095,18.7,"9%","54 : 46",2015,51
"129","Chinese University of Hong Kong","Hong Kong",43.9,64,53.5,57.8,42.8,52.4,17916,10.2,"22%","53 : 47",2015,3
"130","University of Virginia","United States of America",48.7,31.8,35.9,76.9,49.8,52.1,23845,10.2,"12%","52 : 48",2015,52
"131","Lancaster University","United Kingdom",35.4,84.7,36.1,78,34.1,52,11512,14.9,"33%","52 : 48",2015,19
"132","University of Bern","Switzerland",42,80.7,36.9,70.1,47.4,51.9,14708,22.5,"14%","54 : 46",2015,6
"132","University of Maryland, College Park","United States of America",36.5,44.8,39.1,83.6,33.2,51.9,31331,8.4,"9%","48 : 52",2015,53
"132","University of Southampton","United Kingdom",35.2,82.4,34.1,79.7,38.9,51.9,20925,13.5,"29%","53 : 47",2015,20
"135","TU Dresden","Germany",39.8,44.7,42,70.8,99.5,51.6,35487,37.4,"12%","42 : 58",2015,8
"136","University of Lausanne","Switzerland",29.4,85.1,39.9,76.5,50.9,51.4,11964,13.1,"22%",NA,2015,7
"136","VU University Amsterdam","Netherlands",35.5,50.6,43.2,74.9,60,51.4,23280,16.3,"6%","56 : 44",2015,9
"138","Trinity College Dublin","Republic of Ireland",39.4,83.9,30.3,77.6,30.6,51.2,15521,18,"25%","57 : 43",2015,1
"139","Boğaziçi University","Turkey",28.5,54.1,27.6,96.8,47.7,51.1,11506,25,"7%","50 : 50",2015,2
"140","Radboud University Nijmegen","Netherlands",30.5,61.6,46.7,73.9,42.8,51,17713,13,"10%","58 : 42",2015,10
"141","Colorado School of Mines","United States of America",26.1,52.6,26.7,97.1,79.4,50.9,5287,18.2,"12%","26 : 74",2015,54
"141","Texas A&M University","United States of America",46.2,49.1,51.9,55.1,49.6,50.9,50657,21.4,"9%","47 : 53",2015,55
"141","Tokyo Institute of Technology","Japan",53.5,37,52.9,48.1,69.4,50.9,9586,7.3,"13%","13 : 87",2015,3
"144","Eindhoven University of Technology","Netherlands",38.3,69,47.1,57.3,99.9,50.5,8176,16,"14%","19 : 81",2015,11
"144","Rutgers, the State University of New Jersey","United States of America",40.5,34.3,45.3,71,35.2,50.5,37032,17.3,"8%","51 : 49",2015,56
"146","University of Leeds","United Kingdom",39.4,67.6,39.1,69.3,39.4,50.4,27703,14.7,"21%","58 : 42",2015,21
"147","Brandeis University","United States of America",25.8,54.7,29.1,95.3,43.9,50.3,5495,12.6,"22%","55 : 45",2015,57
"148","Sungkyunkwan University (SKKU)","South Korea",48.1,35.8,50.2,51.7,98.5,50.2,24365,20.3,"9%","39 : 61",2015,4
"148","University of Birmingham","United Kingdom",42.8,75.8,39.8,62.7,36,50.2,25295,16.4,"23%","54 : 46",2015,22
"150","Indiana University","United States of America",46.5,37.1,35.1,73.1,NA,50.1,62468,13.6,"13%","53 : 47",2015,58
"150","University of California, Riverside","United States of America",29.4,61.6,27.5,91.5,39.5,50.1,20626,22,"12%","51 : 49",2015,59
"152","Dartmouth College","United States of America",38.3,33.1,35.4,80.4,49.1,50,6178,6.6,"16%","47 : 53",2015,60
"153","Aarhus University","Denmark",30.9,66.3,47.5,66.5,59.8,49.9,23895,13.6,"14%","54 : 46",2015,2
"154","University of Exeter","United Kingdom",32,79.8,32.7,78,35.8,49.7,17755,18.8,"28%","54 : 46",2015,23
"155","National Taiwan University","Taiwan",48.8,27.5,57.3,47.7,43.8,49.3,31891,11.9,"7%","39 : 61",2015,1
"156","RWTH Aachen University","Germany",39,56.8,29.9,75,69.8,49.2,37917,27.6,"16%","31 : 69",2015,9
